,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,Manjacaze,-24.71,33.88,56.39,79,0,3.98,MZ,1595814374
369,Popondetta,-8.75,148.25,87.15,61,25,5.79,PG,1595814375
370,Worthing,50.81,-0.37,62.01,1,100,5.01,GB,1595814108
371,Zaysan,47.47,84.87,71.67,45,90,4.56,KZ,1595814379
372,Saquarema,-22.92,-42.51,73.4,83,75,5.82,BR,1595814347
373,Bulungu,-4.55,18.6,74.35,49,18,0.89,CD,1595814381
374,Novozaimka,56.49,66.92,58.32,79,66,5.12,RU,1595814382
375,Dhidhdhoo,6.88,73.1,81.72,73,60,8.23,MV,1595814383
376,Salalah,17.02,54.09,78.8,94,75,2.24,OM,1595814384
377,Neiafu,-18.65,-173.98,78.8,78,40,11.41,TO,1595814386
378,Vilhena,-12.74,-60.15,68.63,51,0,1.79,BR,1595814387
379,Deogarh,21.53,84.73,85.01,64,97,2.37,IN,1595814388
380,Dehlorān,32.69,47.27,98.44,11,0,8.16,IR,1595814389
381,Tuktoyaktuk,69.45,-133.04,66.2,63,75,4.7,CA,1595814391
382,Guangyuan,32.44,105.82,82.99,72,71,1.99,CN,1595814392
383,College,64.86,-147.8,69.8,46,75,5.82,US,1595814394
384,Terekli-Mekteb,44.17,45.87,74.21,64,0,8.46,RU,1595814395
385,Mikkeli,61.69,27.27,54.0,98,14,2.35,FI,1595814396
386,Banda Aceh,5.56,95.32,82.09,72,98,5.82,ID,1595814398
387,Bela,25.93,81.98,92.12,49,77,8.99,IN,1595814400
388,Saint-Augustin,51.23,-58.65,54.01,94,20,7.02,CA,1595814403
389,Makokou,0.57,12.86,68.27,97,95,3.62,GA,1595814404
390,Bud,39.45,-86.18,84.2,70,1,6.93,US,1595814405
391,São Pedro do Sul,-29.62,-54.18,48.2,93,0,2.24,BR,1595814406
392,Paamiut,61.99,-49.67,45.12,91,47,0.38,GL,1595814407
393,Tonj,7.27,28.68,68.05,97,84,4.72,SS,1595814408
394,Manaure,11.78,-72.44,82.15,75,100,14.67,CO,1595814409
395,Rabo de Peixe,37.8,-25.58,69.8,88,75,5.82,PT,1595814412
396,Tigil',57.8,158.67,69.3,47,0,8.9,RU,1595814413
397,At-Bashi,41.17,75.81,57.74,72,100,2.44,KG,1595814414
398,Lompoc,34.64,-120.46,68.0,68,1,12.75,US,1595814120
399,Bodden Town,19.28,-81.25,84.99,76,0,5.99,KY,1595814416
400,Taksimo,56.34,114.88,65.68,87,100,3.8,RU,1595814418
401,Avera,33.19,-82.53,82.4,78,1,3.29,US,1595814419
402,Mosetse,-20.75,26.65,45.66,57,0,8.12,BW,1595814420
403,Zhangjiakou Shi Xuanhua Qu,40.61,115.04,71.38,70,95,7.96,CN,1595814421
404,Vila,42.03,-8.16,63.0,82,0,3.36,PT,1595814422
405,Faro,37.02,-7.93,78.8,61,0,6.93,PT,1595814423
406,Mabaruma,8.2,-59.78,75.85,91,77,2.35,GY,1595814425
407,Mapiripán,2.89,-72.13,69.57,93,87,1.97,CO,1595814426
408,Kavieng,-2.57,150.8,83.59,73,100,6.24,PG,1595814427
409,Farah,32.5,62.5,78.31,22,0,5.06,AF,1595814265
410,Kodinsk,58.69,99.18,62.13,77,80,2.35,RU,1595814429
411,Uruçuí,-7.23,-44.56,76.57,47,0,9.6,BR,1595814430
412,Gorontalo,0.54,123.06,82.47,74,85,7.61,ID,1595814431
413,Virginia Beach,36.85,-75.98,80.01,88,75,11.18,US,1595813998
414,Bukama,-9.2,25.85,59.97,49,12,3.06,CD,1595814434
415,Sānand,22.98,72.38,82.4,88,20,4.7,IN,1595814435
416,Sorong,-0.88,131.25,82.83,77,79,8.1,ID,1595814436
417,Kattivākkam,13.22,80.32,84.2,79,75,4.7,IN,1595814438
418,Mossamedes,-15.2,12.15,66.34,75,0,4.54,AO,1595814439
419,Gondanglegi,-7.75,112.01,79.16,67,0,15.5,ID,1595814440
420,Te Anau,-45.42,167.72,49.12,67,0,0.96,NZ,1595814442
421,Nemuro,43.32,145.57,60.8,87,75,2.24,JP,1595814443
422,Pouembout,-21.13,164.9,79.97,55,26,3.53,NC,1595814444
423,Inhambane,-23.86,35.38,62.83,76,0,7.45,MZ,1595814445
424,Tevaitoa,-16.78,-151.5,79.75,77,100,16.75,PF,1595814447
425,Ginir,7.13,40.7,57.56,85,94,9.24,ET,1595814448
426,Muborak,39.26,65.15,83.62,21,0,7.96,UZ,1595814449
427,Candolim,15.52,73.76,77.0,100,75,3.36,IN,1595814450
428,Nyurba,63.28,118.33,64.45,58,0,4.14,RU,1595814451
429,Kununurra,-15.77,128.73,77.0,18,24,14.99,AU,1595814453
430,Mīzan Teferī,6.98,35.58,60.73,89,100,1.52,ET,1595814454
431,Andenes,69.31,16.12,57.2,76,35,8.05,NO,1595814455
432,Llandrindod Wells,52.24,-3.38,60.01,93,100,1.01,GB,1595814456
433,Haines Junction,60.75,-137.51,54.43,58,35,13.98,CA,1595814457
434,Chipinge,-20.19,32.62,45.84,92,0,3.18,ZW,1595814458
435,Pervomayskoye,43.92,46.71,71.71,75,0,7.81,RU,1595814460
436,Ust-Maya,60.42,134.53,76.84,55,61,1.97,RU,1595814462
437,Manakara,-22.13,48.02,59.43,87,0,3.31,MG,1595814463
438,Oktyabr'skiy,54.48,53.47,54.93,92,82,3.4,RU,1595814464
439,Province of Mantua,45.17,10.78,72.0,80,0,3.0,IT,1595814465
440,Umluj,25.02,37.27,85.44,74,77,5.84,SA,1595814466
441,Delījān,33.99,50.68,81.12,21,0,2.89,IR,1595814467
442,Tshikapa,-6.42,20.8,65.35,37,0,2.28,CD,1595814469
443,Tezu,27.92,96.17,86.43,58,1,2.06,IN,1595814471
444,Talnakh,69.49,88.4,53.6,62,57,13.42,RU,1595814472
445,Wonthaggi,-38.6,145.59,57.0,84,100,14.74,AU,1595814220
446,Cullera,39.17,-0.25,77.0,85,0,1.01,ES,1595814474
447,Eyl,7.98,49.82,79.38,65,0,14.74,SO,1595814476
448,Kariba,-16.52,28.8,54.63,68,0,2.93,ZW,1595814477
449,Vol'sk,52.03,47.38,57.52,78,0,4.54,RU,1595814282
450,Koutsouras,35.03,25.95,79.7,56,0,10.36,GR,1595814480
451,Cap Malheureux,-19.98,57.61,70.0,70,96,8.01,MU,1595814481
452,Ampanihy,-24.7,44.75,55.74,83,0,5.14,MG,1595814482
453,Prosperous,53.29,-6.75,57.2,93,75,14.99,IE,1595814483
454,Surprise,33.63,-112.33,108.0,11,1,13.87,US,1595814224
455,Ivybridge,50.39,-3.92,62.01,96,100,3.0,GB,1595814485
456,Kanniyākumāri,8.08,77.57,80.37,76,96,18.05,IN,1595814487
457,Tālīkota,16.48,76.32,74.64,81,1,13.91,IN,1595814488
458,Cairns,-16.92,145.77,82.0,36,0,12.75,AU,1595814490
459,Comodoro Rivadavia,-45.87,-67.5,35.6,69,51,9.17,AR,1595814328
460,Gaoual,11.75,-13.2,73.06,94,100,2.77,GN,1595814492
461,Kavaratti,10.57,72.64,81.72,78,7,9.37,IN,1595814469
462,Buraidah,26.33,43.98,89.6,35,0,3.36,SA,1595814494
463,West Point,33.61,-88.65,84.2,79,1,3.94,US,1595814495
464,Eureka,40.8,-124.16,63.0,49,61,1.01,US,1595814497
465,Niquelândia,-14.47,-48.46,66.69,49,0,4.05,BR,1595814498
466,Erzin,36.96,36.2,80.01,87,0,1.21,TR,1595814499
467,Kenai,60.55,-151.26,64.4,59,1,11.41,US,1595814500
468,Djambala,-2.54,14.75,69.75,72,51,5.26,CG,1595814501
469,Naila,50.32,11.7,54.0,93,93,3.0,DE,1595814502
470,Marabu,4.41,114.01,82.4,83,40,3.36,MY,1595814503
471,Malakal,9.53,31.66,71.08,96,83,5.37,SS,1595814505
472,Gondal,21.97,70.8,80.46,87,16,4.61,IN,1595814506
473,Longido,-2.73,36.68,56.71,86,34,7.72,TZ,1595814507
474,Kailua,21.4,-157.74,80.6,74,75,16.11,US,1595814508
475,Goundam,16.41,-3.67,92.62,39,44,12.46,ML,1595814509
476,Bol,13.46,14.71,79.34,82,61,22.62,TD,1595814510
477,Waipawa,-41.41,175.52,53.01,81,0,6.93,NZ,1595814511
478,Morondava,-20.28,44.28,63.86,63,0,6.13,MG,1595814513
479,Ust-Kuyga,70.02,135.6,48.45,78,100,5.99,RU,1595814514
480,Sinnamary,5.38,-52.95,79.12,84,70,8.7,GF,1595814515
481,Chebenki,51.93,55.71,55.4,82,20,4.47,RU,1595814516
482,Deep River,46.1,-77.5,82.4,61,20,4.68,CA,1595814517
483,Faanui,-16.48,-151.75,79.3,77,100,15.12,PF,1595814518
484,Omboué,-1.57,9.26,72.86,87,81,8.23,GA,1595814519
485,Deniliquin,-35.53,144.97,57.0,70,100,19.86,AU,1595814521
486,Trivandrum,8.48,76.92,82.4,78,40,3.36,IN,1595814252
487,Nantucket,41.28,-70.1,73.99,94,90,14.99,US,1595814523
488,Sobradinho,-12.83,-39.1,67.62,98,34,2.73,BR,1595814524
489,Port Angeles,48.12,-123.43,80.6,49,1,2.44,US,1595814373
490,Tamiahua,21.27,-97.45,83.73,78,100,14.14,MX,1595814527
491,Inzhavino,52.32,42.49,56.19,77,15,5.06,RU,1595814528
492,Romitan,39.93,64.38,75.2,41,0,11.41,UZ,1595814529
493,Bubaque,11.28,-15.83,79.0,85,96,11.74,GW,1595814531
494,Gympie,-26.19,152.66,60.01,69,14,3.0,AU,1595814343
495,Santa Fe,-31.63,-60.7,54.0,58,0,3.0,AR,1595814533
496,Talaya,61.38,152.75,76.68,36,2,7.25,RU,1595814534
497,Nuuk,64.18,-51.72,51.01,81,99,4.7,GL,1595814535
498,Sept-Îles,50.2,-66.38,64.0,82,75,2.24,CA,1595814536
499,Alegrete,-29.78,-55.79,49.08,82,3,5.46,BR,1595814537
500,Chekhov,55.14,37.47,62.6,77,100,6.71,RU,1595814538
501,Charleston,32.78,-79.93,82.0,83,1,4.34,US,1595814458
502,Taoudenni,22.68,-3.98,96.87,9,42,8.9,ML,1595814541
503,Kiryat Gat,31.61,34.76,78.01,84,3,1.48,IL,1595814542
504,Kriel,-26.27,29.23,42.01,85,0,8.01,ZA,1595814543
505,Martinho Campos,-19.33,-45.24,64.49,73,1,5.68,BR,1595814544
506,Kyzyl-Suu,42.34,78.0,58.69,81,100,8.19,KG,1595814545
507,Lafiagi,8.87,5.42,73.09,93,100,3.76,NG,1595814547
508,Trairi,-3.28,-39.27,77.04,80,99,13.2,BR,1595814548
509,Kitoy,52.6,103.9,66.2,93,75,4.47,RU,1595814549
510,Arlit,18.74,7.39,91.4,20,55,9.42,NE,1595814550
511,Slave Lake,55.28,-114.77,71.6,60,1,8.05,CA,1595814551
512,Kemisē,10.72,39.87,65.61,78,100,8.25,ET,1595814552
513,Verkhnevilyuysk,63.45,120.32,67.23,52,0,4.0,RU,1595814553
514,Sanjwal,33.76,72.43,82.0,94,20,4.7,PK,1595814554
515,Alofi,-19.06,-169.92,75.2,88,30,14.99,NU,1595814556
516,Sobolevo,54.43,31.9,61.7,96,100,3.2,RU,1595814557
517,Beïnamar,8.67,15.38,69.51,96,78,2.44,TD,1595814558
518,La Ronge,55.1,-105.28,71.6,53,40,16.11,CA,1595814559
519,Kwang Binh,17.48,106.6,91.51,55,93,4.47,VN,1595814549
520,Hokitika,-42.72,170.97,52.74,60,0,3.33,NZ,1595814561
521,Moba,33.23,105.02,82.0,56,0,1.01,CN,1595814562
522,Waterloo,43.47,-80.52,78.8,69,1,11.41,CA,1595814528
523,Quatre Cocos,-20.21,57.76,70.0,68,75,13.87,MU,1595814564
524,Nanning,22.82,108.32,86.0,74,100,2.24,CN,1595814566
525,Susa,32.19,48.24,87.82,31,0,2.68,IR,1595814567
526,Chazuta,-6.57,-76.14,70.88,88,9,1.28,PE,1595814568
527,Avon,41.45,-82.04,84.0,57,1,5.82,US,1595814569
528,Taloqan,36.74,69.53,87.17,20,0,3.94,AF,1595814570
529,Egvekinot,66.32,-179.17,65.03,67,36,7.49,RU,1595814571
530,Inverurie,57.28,-2.38,48.2,81,58,1.12,GB,1595814572
531,Kalbay,5.72,125.5,81.09,75,100,6.08,PH,1595814573
532,Quelimane,-17.88,36.89,61.12,94,15,3.74,MZ,1595814575
533,Sibolga,1.74,98.78,82.22,67,73,2.64,ID,1595814576
534,Kangaatsiaq,68.31,-53.46,44.49,94,100,23.58,GL,1595814577
535,Ambon City,-3.7,128.18,82.4,78,40,6.93,ID,1595814578
536,Rundu,-17.93,19.77,48.09,53,0,6.55,NA,1595814579
537,Tokur,53.13,132.9,76.42,61,81,0.89,RU,1595814580
538,Asău,46.43,26.4,60.01,85,100,3.53,RO,1595814581
539,Sallanches,45.94,6.63,53.01,88,0,3.89,FR,1595814582
540,Luanda,-8.84,13.23,71.6,88,75,4.7,AO,1595814583
541,Sulangan,11.14,123.72,84.92,68,2,5.5,PH,1595814585
542,Mitú,1.2,-70.17,71.98,98,100,1.14,CO,1595814586
543,Constitución,-35.33,-72.42,50.45,84,100,8.21,CL,1595814474
544,Margate,51.38,1.39,63.0,90,100,3.0,GB,1595814588
545,Garoowe,8.41,48.48,75.74,61,38,16.96,SO,1595814589
546,Cayhagan,9.67,122.43,84.74,71,0,5.82,PH,1595814590
